car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,registered_city,registered_state,is_hot,make,model,total_owners,broker_quote,original_price,car_rating,ad_created_on,booking_down_pymnt,reserved,warranty_avail
maruti swift dzire,2013,diesel,79116,374899,new delhi,578,sedan,manual,vdi,delhi,delhi,True,maruti,swift dzire,1,350376,,great,2021-04-13T09:35:35.135,56235,False,False
hyundai creta,2017,diesel,41558,1047974,new delhi,1923,suv,automatic,1.6 crdi sx plus auto,delhi,delhi,True,hyundai,creta,1,1101532,1108032.0,great,2021-02-25T05:29:47.547,157197,False,False
renault duster,2013,diesel,78090,340199,new delhi,3871,suv,manual,85 ps rxe,delhi,delhi,True,renault,duster,1,331234,424438.0,great,2021-01-09T07:38:06.357,51030,False,False
hyundai creta,2015,diesel,61207,688999,new delhi,1283,suv,,1.4 s crdi,new delhi,delhi,True,hyundai,creta,2,677332,,great,2021-03-30T11:51:00.717,103350,False,False
renault duster,2015,diesel,80599,505799,new delhi,755,suv,manual,85 ps rxl opt,delhi,delhi,True,renault,duster,1,482692,,great,2021-03-14T05:44:54.095,75870,False,False
honda city,2011,petrol,122742,335499,new delhi,613,sedan,manual,s mt petrol,gurgaon,haryana,True,honda,city,1,301996,,great,2021-03-01T10:53:32.974,50325,False,False
maruti swift dzire,2012,diesel,86194,317899,new delhi,416,sedan,manual,vdi bs iv,delhi,delhi,True,maruti,swift dzire,1,284400,,great,2021-02-05T17:03:02.616,47685,False,False
maruti vitara brezza,2019,diesel,35428,797699,new delhi,815,suv,manual,vdi,mahendragarh,haryana,True,maruti,vitara brezza,1,837085,847585.0,great,2021-04-07T12:37:12.171,119655,False,False
maruti swift,2013,diesel,70684,358099,new delhi,168,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,335149,429211.0,great,2021-04-14T08:25:52.09,53715,False,False
skoda rapid,2012,diesel,98802,246399,new delhi,4153,sedan,manual,1.6 tdi mt ambition,delhi,delhi,True,skoda,rapid,2,226777,,great,2021-03-19T06:05:38.933,36960,False,False
maruti eeco,2017,petrol & cng,100534,311899,new delhi,1147,suv,manual,5 str cng with ac plushtr,new delhi,delhi,True,maruti,eeco,1,276275,366796.0,great,2020-08-25T17:05:36.254,46785,False,True
honda jazz,2015,petrol,87341,454799,new delhi,754,hatchback,automatic,1.2 v at,noida,uttar pradesh,True,honda,jazz,2,446644,468199.0,great,2021-03-27T10:13:17.819,68220,False,False
toyota etios,2011,petrol,106148,265799,new delhi,977,sedan,manual,vx,delhi west,delhi,True,toyota,etios,2,249652,,great,2021-03-17T06:23:04.724,39870,False,False
maruti swift,2011,petrol,95427,262399,new delhi,829,hatchback,manual,vxi,gurgaon,haryana,True,maruti,swift,2,236268,,great,2021-03-27T12:26:27.785,39360,False,False
hyundai i20,2012,petrol,80206,310899,new delhi,1568,hatchback,manual,sportz 1.2 vtvt,noida,uttar pradesh,True,hyundai,i20,1,286091,370351.0,great,2021-03-08T13:22:23.681,46635,False,False
maruti swift dzire,2012,diesel,81509,321199,new delhi,5169,sedan,manual,vdi bs iv,delhi,delhi,True,maruti,swift dzire,1,325000,416840.0,great,2021-01-03T08:18:45.526,48180,False,False
maruti alto 800,2013,petrol,74820,223099,new delhi,717,hatchback,manual,lxi,noida,uttar pradesh,True,maruti,alto 800,1,191566,223199.0,good,2021-03-01T11:33:08.185,33465,False,False
renault kwid,2016,petrol,48370,292299,new delhi,120,hatchback,manual,rxt opt,rohtak,haryana,True,renault,kwid,1,247657,,good,2021-04-15T06:16:06.563,43845,False,False
ford ecosport,2019,diesel,18721,937399,new delhi,812,suv,manual,1.5titanium tdci,ghaziabad,uttar pradesh,True,ford,ecosport,1,951534,1153584.0,great,2021-03-18T07:39:29.765,140610,False,False
maruti zen estilo,2009,petrol,98519,167399,new delhi,593,hatchback,manual,vxi,delhi,delhi,True,maruti,zen estilo,1,141222,,good,2021-03-06T13:43:54.518,25110,False,False
mahindra nuvosport,2016,diesel,100131,407499,new delhi,543,suv,manual,n6 mhawk,new delhi,delhi,True,mahindra,nuvosport,1,354900,412299.0,great,2021-02-22T08:36:39.383,61125,False,False
maruti swift,2008,petrol,103127,193199,new delhi,1321,hatchback,manual,lxi 1.3,delhi,delhi,True,maruti,swift,2,124482,,good,2021-03-14T07:06:03.39,28980,False,False
hyundai creta,2016,diesel,67987,807099,new delhi,2027,suv,,1.6 sx crdi,gurgaon,haryana,True,hyundai,creta,1,850723,1033129.0,great,2020-12-05T00:00:13.629,121065,False,False
maruti swift,2014,petrol,84232,410299,new delhi,645,hatchback,manual,vxi,delhi,delhi,True,maruti,swift,1,370089,,great,2021-03-14T12:05:41.469,61545,False,False
maruti vitara brezza,2016,diesel,70187,623699,new delhi,238,suv,manual,vdi,delhi,delhi,True,maruti,vitara brezza,1,631975,638475.0,great,2021-03-31T09:27:15.136,93555,False,False
toyota innova crysta,2017,diesel,87721,1331178,new delhi,2572,suv,manual,2.4 gx 7 str,rewari,haryana,True,toyota,innova crysta,1,1368676,1379176.0,great,2021-03-13T09:46:54.331,199677,False,False
toyota etios liva,2012,diesel,94952,258799,new delhi,639,hatchback,manual,gd,delhi,delhi,True,toyota,etios liva,1,231000,302160.0,great,2020-12-25T07:05:51.641,38820,False,False
honda city,2011,petrol,104139,298699,new delhi,1059,sedan,manual,s mt petrol,delhi,delhi,True,honda,city,1,293604,305899.0,great,2021-04-03T11:27:25.152,44805,False,False
hyundai i20,2010,petrol,70679,233799,new delhi,788,hatchback,manual,magna o 1.2,delhi,delhi,True,hyundai,i20,2,176221,,good,2021-04-13T07:49:07.384,35070,False,False
honda wr-v,2017,diesel,79597,560599,new delhi,1766,suv,manual,1.5 i-dtec s mt,delhi,delhi,True,honda,wr-v,1,581295,562199.0,great,2021-04-11T11:07:21.504,84090,False,False
mahindra thar,2018,diesel,51456,760799,new delhi,5702,suv,manual,crde 4x4 bs iv,delhi,delhi,True,mahindra,thar,1,745130,923930.0,great,2021-02-22T16:41:52.089,114120,False,False
toyota etios,2013,diesel,93938,296899,new delhi,1210,sedan,manual,gd,new delhi,delhi,True,toyota,etios,2,239000,,good,2021-03-19T08:33:56.062,44535,False,False
honda city,2013,petrol,86487,414499,new delhi,1513,sedan,manual,v mt petrol,delhi,delhi,True,honda,city,2,415206,421706.0,great,2021-04-08T11:24:03.902,62175,False,False
maruti a star,2009,petrol,81050,173299,new delhi,1017,hatchback,manual,vxi,new delhi,delhi,True,maruti,a star,2,144057,,good,2021-04-05T06:28:09.51,25995,False,False
maruti swift,2015,diesel,86567,393999,new delhi,485,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,364934,465552.0,great,2021-01-07T06:17:24.559,59100,False,False
maruti swift,2012,diesel,95613,307799,new delhi,380,hatchback,manual,vdi,new delhi,delhi,True,maruti,swift,1,304475,310975.0,great,2021-02-11T15:07:29.09,46170,False,False
maruti swift dzire,2010,petrol,84445,267499,new delhi,981,sedan,manual,vxi,noida,uttar pradesh,True,maruti,swift dzire,1,225300,296206.0,good,2021-03-12T10:30:06.475,40125,False,False
hyundai verna,2012,diesel,88559,424499,new delhi,659,sedan,manual,fluidic 1.6 sx crdi opt,delhi,delhi,True,hyundai,verna,1,422327,529487.0,great,2021-03-08T09:46:49.133,63675,False,False
maruti vitara brezza,2018,diesel,50930,668999,new delhi,1447,suv,manual,vdi,delhi,delhi,True,maruti,vitara brezza,1,683000,676099.0,great,2021-02-11T06:32:37.501,100350,False,False
maruti vitara brezza,2018,diesel,57619,678799,new delhi,1853,suv,manual,vdi,new delhi,delhi,True,maruti,vitara brezza,1,705067,870847.0,great,2020-11-17T08:45:06.45,101820,False,False
maruti ritz,2013,diesel,76553,293999,new delhi,527,hatchback,manual,vdi,delhi,delhi,True,maruti,ritz,1,260000,332540.0,great,2021-01-20T07:53:18.199,44100,False,False
honda amaze,2014,diesel,84258,328099,new delhi,850,sedan,manual,1.5 smt i dtec,delhi,delhi,True,honda,amaze,1,280000,,good,2021-03-12T16:38:03.514,49215,False,False
toyota corolla altis,2018,petrol,52819,1387940,new delhi,3230,luxury sedan,automatic,vl at,chandigarh,haryana,True,toyota,corolla altis,1,1457175,1463175.0,great,2021-03-22T12:03:58.153,208191,False,False
maruti vitara brezza,2018,diesel,44061,738999,new delhi,1367,suv,manual,zdi,delhi,delhi,True,maruti,vitara brezza,1,744749,746249.0,great,2021-02-26T07:52:57.127,110850,False,False
hyundai creta,2017,diesel,80682,1042419,new delhi,1754,suv,automatic,1.6 crdi sx plus auto,faridabad,haryana,True,hyundai,creta,1,1081994,1273779.0,great,2021-03-17T09:04:09.157,156363,False,False
maruti swift,2015,diesel,76042,437999,new delhi,353,hatchback,manual,vdi abs,delhi,delhi,True,maruti,swift,1,434027,440527.0,great,2021-04-07T10:38:00.716,65700,False,False
maruti ciaz,2017,diesel,81575,594899,new delhi,742,sedan,manual,vdi+ shvs,delhi,delhi,True,maruti,ciaz,1,562000,,great,2021-03-08T13:30:55.201,89235,False,False
toyota corolla,2008,petrol,104926,202499,new delhi,1852,sedan,manual,h2 1.8 e,delhi,delhi,True,toyota,corolla,1,157557,,good,2021-03-08T14:05:50.331,30375,False,False
maruti swift,2011,petrol,83626,303599,new delhi,1930,hatchback,manual,vxi,ghaziabad,uttar pradesh,True,maruti,swift,1,263444,342732.0,good,2021-03-10T13:33:37.9,45540,False,False
maruti dzire,2017,diesel,80717,593799,new delhi,1804,sedan,automatic,zdi plus amt,faridabad,haryana,True,maruti,dzire,1,603914,731357.0,great,2021-03-22T08:31:07.786,89070,False,False
toyota etios,2012,diesel,113695,298699,new delhi,1290,sedan,manual,gd,delhi,delhi,True,toyota,etios,2,244285,,good,2021-03-07T11:10:03.666,44805,False,False
mahindra xuv500,2016,diesel,48126,922899,new delhi,2150,luxury suv,automatic,w6 at,delhi,delhi,True,mahindra,xuv500,1,900000,,great,2021-03-07T06:36:11.861,138435,False,False
renault kwid,2016,petrol,87631,237299,new delhi,545,hatchback,manual,rxt opt,delhi,delhi,True,renault,kwid,1,192000,,great,2021-04-03T16:39:31.867,35595,False,False
hyundai verna,2012,petrol,109400,372099,new delhi,1593,sedan,manual,fluidic 1.6 sx vtvt,noida,uttar pradesh,True,hyundai,verna,2,335292,430376.0,great,2021-04-07T11:55:40.927,55815,False,False
maruti ciaz,2016,petrol,75533,580899,new delhi,1458,sedan,manual,zxi plus,delhi,delhi,True,maruti,ciaz,1,602047,608547.0,great,2021-03-18T07:39:36.274,87135,False,False
mahindra thar,2018,diesel,54617,759999,new delhi,1410,suv,manual,crde 4x4 bs iv,gurgaon,haryana,True,mahindra,thar,1,731000,,great,2021-02-11T05:16:42.5,114000,False,False
maruti swift,2015,diesel,85551,437699,new delhi,459,hatchback,manual,vdi abs,delhi,delhi,True,maruti,swift,1,419931,509734.0,great,2021-03-28T13:13:51.951,65655,False,False
maruti swift,2015,diesel,80212,397499,new delhi,653,hatchback,manual,vdi abs,new delhi,delhi,True,maruti,swift,1,397454,500222.0,great,2021-03-06T06:39:29.703,59625,False,False
mahindra scorpio,2014,diesel,64935,831399,new delhi,3669,suv,manual,s10,new delhi,delhi,True,mahindra,scorpio,1,858390,864890.0,great,2021-02-11T08:03:28.632,124710,False,False
toyota etios liva,2013,diesel,112188,279299,new delhi,851,hatchback,manual,gd,new delhi,delhi,True,toyota,etios liva,1,269759,,great,2021-04-10T09:14:56.652,41895,False,False
maruti wagon r 1.0,2010,petrol,104870,193799,new delhi,1015,hatchback,manual,lxi,delhi,delhi,True,maruti,wagon r 1.0,2,162600,,good,2021-02-24T06:57:21.531,29070,False,False
mahindra xuv500,2015,diesel,49845,902799,new delhi,1200,luxury suv,manual,w10,gurgaon,haryana,True,mahindra,xuv500,2,936536,942536.0,great,2021-03-22T06:57:16.712,135420,False,False
maruti ciaz,2016,diesel,102888,515199,new delhi,1116,sedan,manual,zdi+ shvs,delhi,delhi,True,maruti,ciaz,1,514922,647682.0,great,2021-02-25T15:28:43.397,77280,False,False
hyundai verna,2014,diesel,82592,464699,new delhi,931,sedan,manual,fluidic 1.6 sx crdi,delhi,delhi,True,hyundai,verna,2,450000,,great,2021-02-07T08:05:54.265,69705,False,False
honda city,2010,petrol,117859,296199,new delhi,362,sedan,manual,v mt petrol,delhi,delhi,True,honda,city,1,281123,363305.0,great,2021-03-04T00:08:38.981,44430,False,False
maruti vitara brezza,2016,diesel,78346,617899,new delhi,642,suv,manual,vdi,delhi,delhi,True,maruti,vitara brezza,1,647507,654007.0,great,2021-02-22T10:29:43.939,92685,False,False
toyota corolla altis,2016,petrol,68907,910099,new delhi,515,luxury sedan,automatic,g at,gurgaon,haryana,True,toyota,corolla altis,2,940525,946525.0,great,2021-03-28T06:31:21.957,136515,False,False
maruti ertiga,2013,diesel,86148,456999,new delhi,1057,suv,manual,vdi abs,delhi,delhi,True,maruti,ertiga,2,462334,468834.0,great,2021-03-20T06:14:24.856,68550,False,False
maruti swift dzire,2014,diesel,79282,424299,new delhi,136,sedan,manual,vdi bs iv,noida,uttar pradesh,True,maruti,swift dzire,1,386765,493179.0,great,2021-04-11T09:36:06.453,63645,False,False
maruti ritz,2009,petrol,119824,203599,new delhi,451,hatchback,manual,vxi,delhi,delhi,True,maruti,ritz,1,166560,,good,2021-02-22T14:32:41.149,30540,False,False
mahindra scorpio,2015,diesel,75248,774799,new delhi,7399,suv,manual,s6 plus,new delhi,delhi,True,mahindra,scorpio,1,737774,915094.0,great,2021-03-22T12:19:54.992,116220,False,False
nissan terrano,2015,diesel,88572,407299,new delhi,1450,suv,manual,xe 85 ps deisel,delhi,delhi,True,nissan,terrano,1,374170,,great,2021-02-27T13:17:42.471,61095,False,False
maruti ritz,2013,diesel,97984,220299,new delhi,227,hatchback,manual,ldi,faridabad,haryana,True,maruti,ritz,1,222400,228400.0,great,2020-11-03T09:30:40.522,33045,False,False
maruti swift,2014,diesel,82346,371599,new delhi,227,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,361978,,great,2021-04-10T12:51:46.221,55740,False,False
maruti swift,2012,diesel,102024,302699,new delhi,556,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,289288,373252.0,great,2020-12-01T07:25:37.39,45405,False,False
hyundai verna,2012,diesel,133567,309699,new delhi,2889,sedan,manual,fluidic 1.6 ex crdi,delhi,delhi,True,hyundai,verna,2,282616,,great,2021-02-27T08:50:48.926,46455,False,False
maruti swift dzire,2013,diesel,79248,359699,new delhi,431,sedan,manual,vdi bs iv,delhi,delhi,True,maruti,swift dzire,2,346755,443369.0,great,2021-03-13T15:28:52.56,53955,False,False
skoda rapid,2012,petrol,72293,371899,new delhi,1308,sedan,automatic,elegance 1.6 mpfi at,gurgaon,haryana,True,skoda,rapid,3,276719,,fair,2021-04-13T14:05:24.597,55785,False,False
maruti wagon r 1.0,2010,petrol & cng,76923,250499,new delhi,2038,hatchback,manual,lxi cng,gurgaon,haryana,True,maruti,wagon r 1.0,1,194647,,good,2021-03-12T14:13:42.189,37575,False,False
maruti swift,2013,diesel,100033,293399,new delhi,928,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,281623,358915.0,great,2020-12-24T15:37:16.925,44010,False,False
toyota etios liva,2012,diesel,82756,229699,new delhi,1730,hatchback,manual,gd,delhi west,delhi,True,toyota,etios liva,2,233400,293086.0,great,2020-12-31T07:42:18.393,34455,False,False
mahindra tuv300,2015,diesel,90145,462099,new delhi,1044,suv,manual,t6+,noida,uttar pradesh,True,mahindra,tuv300,1,448270,561610.0,great,2021-03-07T12:41:41.735,69315,False,False
maruti swift dzire,2015,petrol,106967,345399,new delhi,1386,sedan,manual,lxi opt,delhi,delhi,True,maruti,swift dzire,1,316909,,great,2021-02-20T15:30:23.206,51810,False,False
maruti swift dzire,2012,diesel,92072,312999,new delhi,364,sedan,manual,vdi bs iv,gurgaon,haryana,True,maruti,swift dzire,1,288133,,great,2021-03-16T13:31:18.203,46950,False,False
maruti swift,2014,diesel,91630,409299,new delhi,574,hatchback,manual,zdi,delhi,delhi,True,maruti,swift,1,389654,490706.0,great,2021-02-06T05:44:27.084,61395,False,False
maruti swift dzire,2014,diesel,95770,387599,new delhi,1708,sedan,manual,vdi bs iv,faridabad,haryana,True,maruti,swift dzire,1,377285,464293.0,great,2020-11-01T22:30:00.738,58140,False,False
maruti swift,2012,diesel,112723,294299,new delhi,558,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,295110,380372.0,great,2020-12-01T11:20:04.773,44145,False,False
toyota innova,2015,diesel,73147,911199,new delhi,1832,suv,manual,2.5 vx 7 str bs iv,gurgaon,haryana,True,toyota,innova,2,919156,925156.0,great,2021-04-05T06:40:00.317,136680,False,False
hyundai i20,2013,diesel,93165,319799,new delhi,714,hatchback,manual,asta 1.4 crdi,faridabad,haryana,True,hyundai,i20,3,264504,,great,2021-04-14T06:42:37.701,47970,False,False
maruti swift dzire,2014,diesel,89500,327899,new delhi,1590,sedan,manual,vdi bs iv,delhi,delhi,True,maruti,swift dzire,1,329200,335700.0,great,2021-01-30T09:23:10.256,49185,False,False
toyota etios liva,2012,diesel,124471,272699,new delhi,555,hatchback,manual,d 4d gd,meham,haryana,True,toyota,etios liva,1,218388,275205.0,good,2021-03-03T10:27:23.713,40905,False,False
fiat punto evo,2014,diesel,82095,291999,new delhi,285,hatchback,manual,multijet 1.3 90 hp,delhi,delhi,True,fiat,punto evo,1,226200,,great,2021-03-04T14:59:29.847,43800,False,False
maruti swift dzire,2014,diesel,83070,327399,new delhi,1219,sedan,manual,vdi bs iv,delhi,delhi,True,maruti,swift dzire,2,334550,428480.0,great,2021-01-11T06:23:37.302,49110,False,False
maruti swift dzire,2012,petrol,101605,298599,new delhi,776,sedan,manual,vxi 1.2 bs iv,delhi,delhi,True,maruti,swift dzire,1,260000,337540.0,great,2020-10-29T19:30:04.598,44790,False,False
toyota etios liva,2013,diesel,97735,317999,new delhi,538,hatchback,manual,gd exclusive,new delhi,delhi,True,toyota,etios liva,1,306000,393660.0,great,2020-12-28T08:55:02.897,47700,False,False
hyundai elite i20,2015,diesel,76329,457399,new delhi,913,hatchback,manual,magna 1.4 crdi,new delhi,delhi,True,hyundai,elite i20,1,470992,477492.0,great,2021-02-13T05:21:44.421,68610,False,False
maruti ciaz,2017,diesel,95366,550799,new delhi,479,sedan,manual,vdi+ shvs,delhi,delhi,True,maruti,ciaz,1,568760,712280.0,great,2021-03-09T08:29:24.604,82620,False,False
maruti swift dzire,2014,diesel,98400,358599,new delhi,974,sedan,manual,vdi bs iv,faridabad,haryana,True,maruti,swift dzire,1,359906,443627.0,great,2020-12-26T08:01:00.472,53790,False,False
maruti ciaz,2017,diesel,103107,529099,new delhi,877,sedan,,vdi (o) shvs hybird,delhi,delhi,True,maruti,ciaz,1,520637,,great,2021-03-11T09:27:27.578,79365,False,False
honda mobilio,2015,petrol,94410,453999,new delhi,1481,suv,manual,1.5 s i vtec,gurgaon,haryana,True,honda,mobilio,1,410000,,great,2021-03-28T13:11:17.78,68100,False,False
hyundai creta,2019,petrol,35384,893799,new delhi,723,suv,manual,1.6 e + vtvt,delhi,delhi,True,hyundai,creta,2,869810,,great,2021-03-23T07:07:52.812,134070,False,False
maruti baleno,2016,diesel,107803,526799,new delhi,908,hatchback,manual,alpha ddis 190,delhi,delhi,True,maruti,baleno,1,520000,648780.0,great,2021-01-05T11:42:15.776,79020,False,False
renault duster,2013,diesel,93113,441199,new delhi,643,suv,manual,85 ps rxl opt,ghaziabad,uttar pradesh,True,renault,duster,1,384435,,great,2021-04-14T12:25:03.791,66180,False,False
honda city,2012,petrol,91274,356799,new delhi,1213,sedan,manual,s mt petrol,faridabad,haryana,True,honda,city,3,330000,,great,2021-04-04T16:51:48.478,53520,False,False
ford ecosport,2013,diesel,106751,399199,new delhi,1245,suv,manual,1.5 titaniumtdci opt,delhi,delhi,True,ford,ecosport,1,383154,,great,2021-03-10T08:06:08.337,59880,False,False
hyundai creta,2016,diesel,98576,679799,new delhi,2174,suv,,1.4 s crdi,delhi,delhi,True,hyundai,creta,1,689783,696283.0,great,2021-02-09T11:50:10.83,101970,False,False
maruti s cross,2017,diesel,86066,910399,new delhi,932,suv,manual,alpha shvs,faridabad,haryana,True,maruti,s cross,1,939775,1105510.0,great,2021-03-13T09:07:13.383,136560,False,False
honda city,2008,petrol,113355,236699,new delhi,1113,sedan,manual,s mt petrol,delhi,delhi,True,honda,city,1,210000,276540.0,great,2021-01-28T09:46:41.476,35505,False,False
honda city,2009,petrol,125179,208299,new delhi,676,sedan,manual,s mt petrol,delhi,delhi,True,honda,city,1,206200,216599.0,great,2021-02-06T09:10:35.728,31245,False,False
mahindra xuv500,2015,diesel,84778,742499,new delhi,2123,luxury suv,manual,w8 fwd,new delhi,delhi,True,mahindra,xuv500,2,644000,802580.0,great,2020-09-29T05:05:03.249,111375,False,False
maruti swift,2015,diesel,91461,427899,new delhi,453,hatchback,manual,vdi abs,palwal,haryana,True,maruti,swift,1,432071,545171.0,great,2021-03-16T08:42:55.173,64185,False,False
maruti swift,2015,diesel,96266,418499,new delhi,516,hatchback,manual,vdi abs,ghaziabad,uttar pradesh,True,maruti,swift,1,432561,542761.0,great,2021-03-28T09:15:08.992,62775,False,False
maruti swift dzire,2015,diesel,99782,393599,new delhi,486,sedan,manual,ldi bs iv,delhi,delhi,True,maruti,swift dzire,1,358750,,great,2021-03-11T08:59:59.125,59040,False,False
volkswagen vento,2013,diesel,95866,327499,new delhi,1278,sedan,manual,highline diesel,delhi,delhi,True,volkswagen,vento,1,311493,400341.0,great,2021-01-20T15:44:49.673,49125,False,False
toyota corolla altis,2011,petrol & cng,131211,399699,new delhi,899,luxury sedan,,1.8 g,delhi,delhi,True,toyota,corolla altis,2,369324,413799.0,great,2021-03-27T07:41:04.419,59955,False,False
volkswagen polo,2011,petrol,110291,231299,new delhi,912,hatchback,manual,trendline 1.2l petrol,gurgaon,haryana,True,volkswagen,polo,2,186000,247620.0,fair,2021-03-20T12:07:04.216,34695,False,False
maruti swift,2015,diesel,122762,396699,new delhi,520,hatchback,manual,vdi abs,delhi,delhi,True,maruti,swift,1,405225,411725.0,great,2021-04-04T16:54:16.185,59505,False,False
maruti ritz,2012,diesel,101187,209199,new delhi,697,hatchback,manual,ldi,delhi,delhi,True,maruti,ritz,2,190956,,great,2021-03-26T10:17:24.261,31380,False,False
hyundai i20,2013,diesel,113692,271399,new delhi,1188,hatchback,manual,magna o 1.4 crdi,palwal,haryana,True,hyundai,i20,2,245280,307208.0,great,2021-03-20T08:36:38.575,40710,False,False
honda city,2010,petrol,142754,316099,new delhi,645,sedan,manual,s mt petrol,delhi,delhi,True,honda,city,3,279736,,great,2021-03-18T12:56:22.558,47415,False,False
mahindra xuv500,2013,diesel,90510,478599,new delhi,4229,luxury suv,manual,w6 4x2,new delhi,delhi,True,mahindra,xuv500,1,450000,562700.0,great,2021-01-05T05:30:52.931,71790,False,False
ford ecosport,2013,diesel,107095,426399,new delhi,991,suv,manual,1.5titanium tdci,new delhi,delhi,True,ford,ecosport,1,400713,,great,2021-02-28T12:55:33.029,63960,False,False
hyundai i20,2013,diesel,113303,331099,new delhi,610,hatchback,manual,sportz 1.4 crdi,delhi,delhi,True,hyundai,i20,2,300981,,great,2021-03-15T12:14:36.008,49665,False,False
honda jazz,2010,petrol,107333,239599,new delhi,699,hatchback,manual,1.2 base i vtec,delhi west,delhi,True,honda,jazz,2,228546,,great,2021-02-15T15:06:11.743,35940,False,False
hyundai i20,2011,petrol,114657,249299,new delhi,835,hatchback,manual,sportz 1.2 o,delhi,delhi,True,hyundai,i20,1,209572,276002.0,good,2021-03-06T16:41:42.583,37395,False,False
maruti swift dzire,2014,diesel,141833,297499,new delhi,1304,sedan,manual,ldi bs iv,delhi,delhi,True,maruti,swift dzire,2,271630,,great,2021-04-02T09:43:07.874,44625,False,False
ford ecosport,2013,diesel,108612,380399,new delhi,2198,suv,manual,1.5 trend tdci,new delhi,delhi,True,ford,ecosport,2,375883,,great,2021-03-23T10:18:23.036,57060,False,False
hyundai elite i20,2015,petrol,101538,474999,new delhi,551,hatchback,manual,asta 1.2,delhi,delhi,True,hyundai,elite i20,2,479522,598122.0,great,2021-03-25T12:11:46.837,71250,False,False
toyota corolla altis,2015,petrol,79084,835699,new delhi,1624,luxury sedan,manual,gl,delhi,delhi,True,toyota,corolla altis,2,855703,850599.0,great,2021-04-12T11:23:42.877,125355,False,False
maruti swift,2013,diesel,113429,345199,new delhi,443,hatchback,manual,vdi,ghaziabad,uttar pradesh,True,maruti,swift,1,341495,437943.0,great,2021-03-20T12:02:53.298,51780,False,False
maruti ciaz,2017,diesel,98712,585799,new delhi,362,sedan,,shvs vdi,new delhi,delhi,True,maruti,ciaz,1,601558,608058.0,great,2021-04-20T10:41:40.775,87870,False,False
ford ecosport,2014,petrol,100281,472599,new delhi,953,suv,manual,1.5 trend ti vct,delhi,delhi,True,ford,ecosport,1,441599,,great,2021-03-10T06:03:58.793,70890,False,False
toyota innova,2015,diesel,76940,793599,new delhi,1508,suv,manual,2.5 gx 8 str bs iv,delhi,delhi,True,toyota,innova,2,680220,846040.0,great,2020-09-14T11:19:20.708,119040,False,True
maruti swift dzire,2012,diesel,114962,342599,new delhi,350,sedan,manual,vdi bs iv,meham,haryana,True,maruti,swift dzire,1,309556,348499.0,great,2021-03-14T07:35:40.997,51390,False,False
honda city,2014,diesel,137256,391399,new delhi,1232,sedan,manual,e mt diesel,delhi,delhi,True,honda,city,2,367470,,great,2021-02-20T12:57:11.969,58710,False,False
skoda rapid,2014,petrol,134412,338499,new delhi,2976,sedan,manual,ambition 1.6 mpi mt plus,faridabad,haryana,True,skoda,rapid,1,327205,404713.0,great,2021-04-03T16:20:13.858,50775,False,False
toyota corolla altis,2008,petrol,126704,298699,new delhi,2177,luxury sedan,automatic,vl at,delhi,delhi,True,toyota,corolla altis,1,236700,,great,2021-02-02T17:16:05.985,44805,False,False
hyundai creta,2017,diesel,102223,747999,new delhi,548,suv,,1.4 e plus crdi,delhi,delhi,True,hyundai,creta,1,728000,,great,2021-04-19T06:28:27.63,112200,False,False
honda amaze,2013,diesel,147667,290199,new delhi,692,sedan,manual,1.5 smt i dtec,delhi,delhi,True,honda,amaze,1,272490,,great,2021-03-05T12:51:20.546,43530,False,False
mercedes benz ml class,2014,diesel,61098,1972528,new delhi,3629,luxury suv,manual,250 cdi,delhi,delhi,True,mercedes benz,ml class,3,2033210,2039710.0,great,2021-03-02T13:10:29.089,295880,False,False
maruti swift,2012,diesel,142099,306399,new delhi,382,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,270400,345228.0,great,2020-12-16T12:13:53.185,45960,False,False
ford ecosport,2015,diesel,122227,485799,new delhi,1304,suv,manual,1.5 ambiente tdci,ghaziabad,uttar pradesh,True,ford,ecosport,2,396784,499398.0,good,2021-03-18T10:34:20.624,72870,False,False
maruti swift,2015,diesel,122515,423099,new delhi,459,hatchback,manual,vdi abs,delhi,delhi,True,maruti,swift,1,414933,,great,2021-03-11T10:09:12.251,63465,False,False
hyundai verna,2012,diesel,100752,357299,new delhi,2122,sedan,manual,fluidic 1.6 sx crdi,delhi,delhi,True,hyundai,verna,1,367183,373683.0,great,2021-02-17T09:57:10.324,53595,False,False
hyundai i20,2011,petrol,129573,255099,new delhi,870,hatchback,manual,magna o 1.2,new delhi,delhi,True,hyundai,i20,1,224314,,good,2021-03-26T07:13:33.536,38265,False,False
toyota etios liva,2013,diesel,105493,270399,new delhi,926,hatchback,manual,gd,delhi west,delhi,True,toyota,etios liva,2,248200,323144.0,great,2020-12-18T08:50:23.383,40560,False,False
